Name,Color,Rarity,# GP,% GP,GP WR,# OH,OH WR,power_level
"Faramir, Prince of Ithilien",WU,R,42726,86.2,56.8,7207,66.0%,3
March from the Black Gate,B,U,109666,89.7,56.8,19922,62.8%,3
Warbeast of Gorgoroth,R,C,176624,54.7,56.8,27289,56.6%,1
Rohirrim Lancer,R,C,309009,80.4,56.7,54915,58.3%,3
Birthday Escape,U,C,371852,85.2,56.7,66253,57.9%,3
Gandalf's Sanction,UR,U,134116,78.5,56.7,22017,53.0%,3
Battle-Scarred Goblin,R,C,235901,70.2,56.7,42092,57.6%,2
Horses of the Bruinen,U,U,124990,79.4,56.6,19776,56.7%,3
"Bilbo, Retired Burglar",UR,U,121933,77.5,56.6,21116,60.6%,3
Haradrim Spearmaster,R,C,200110,63.7,56.5,34233,56.3%,2
There and Back Again,R,R,39838,88.9,56.5,6660,58.8%,3
Moria Marauder,R,R,36137,83.6,56.4,6240,59.5%,3
"Éomer, Marshal of Rohan",R,R,32883,86.6,56.4,5440,57.0%,3
Scroll of Isildur,U,R,39523,82.2,56.4,6845,57.8%,3
Pelargir Survivor,U,C,346489,78.3,56.3,61766,58.5%,3
Deceive the Messenger,U,C,274384,66.0,56.3,47247,56.1%,2
Spiteful Banditry,R,M,19410,85.4,56.3,3248,57.2%,3
Sauron's Ransom,UB,R,29990,62.4,56.2,5078,57.0%,2
The Bath Song,U,U,131956,82.4,56.2,22222,57.1%,3
Goblin Fireleaper,R,U,99075,81.7,56.2,17739,55.2%,3
Glorious Gale,U,C,332949,81.9,56.1,58240,57.5%,3
"Théoden, King of Rohan",WR,U,77168,67.5,56.1,13228,58.9%,2
War of the Last Alliance,W,R,22245,65.4,56.1,3555,59.0%,2
Fiery Inscription,R,U,110299,78.5,56.1,19330,56.3%,3
Breaking of the Fellowship,R,C,189930,60.4,56.1,30973,54.6%,1
Lash of the Balrog,B,C,291031,87.2,56.1,47061,53.8%,3
The Mouth of Sauron,UB,U,113455,75.5,56.0,18158,55.8%,3
Radagast the Brown,G,M,14798,77.6,56.0,2543,61.4%,3
Oliphaunt,R,C,262421,77.8,56.0,45468,54.9%,3
"Boromir, Warden of the Tower",W,R,32208,85.3,56.0,5622,60.1%,3
Isolation at Orthanc,U,C,259494,62.3,55.9,41968,53.8%,1
Cirith Ungol Patrol,B,C,192592,58.3,55.9,29619,54.1%,1
Barad-dûr,,R,29958,85.9,55.9,5470,56.3%,2
Lórien Revealed,U,C,340886,81.8,55.9,60799,55.4%,2
"Frodo, Sauron's Bane",W,R,27110,78.3,55.9,4874,62.8%,2
"Denethor, Ruling Steward",WB,U,92231,75.1,55.9,15671,56.9%,2
Protector of Gondor,W,C,229121,70.7,55.9,37603,56.2%,2
Soothing of Sméagol,U,C,294379,76.8,55.9,50300,54.9%,2
"Erkenbrand, Lord of Westfold",R,U,84777,74.4,55.8,13928,54.9%,2
Reprieve,W,U,84989,71.2,55.8,15056,57.9%,2
Flame of Anor,UR,R,36939,74.4,55.8,6293,57.7%,2
"Merry, Esquire of Rohan",WR,R,19836,58.5,55.6,3582,60.1%,1
Errand-Rider of Gondor,W,C,276415,83.7,55.6,48290,55.9%,2
The Black Breath,B,C,112086,34.2,55.5,18250,54.1%,1
Dreadful as the Storm,U,C,144152,39.1,55.4,22776,53.4%,1
Oath of the Grey Host,B,U,89423,76.3,55.4,14962,55.5%,2
Erebor Flamesmith,R,C,238823,69.2,55.4,42353,55.3%,2
Flowering of the White Tree,W,R,32547,85.7,55.4,5531,59.2%,2
Snarling Warg,B,C,85243,31.4,55.3,13723,54.8%,1
"Shadowfax, Lord of Horses",WR,U,64316,58.5,55.3,10286,56.7%,1
"Glóin, Dwarf Emissary",R,R,27241,76.3,55.3,4654,55.4%,2
"Sauron, the Necromancer",B,R,34970,89.9,55.2,5723,54.7%,2
Swarming of Moria,R,C,231848,70.5,55.2,40542,55.1%,2
Nasty End,B,C,196886,60.7,55.2,32014,52.3%,2
"Sauron, the Dark Lord",UBR,M,19316,88.1,55.2,3192,59.2%,2
Rosie Cotton of South Lane,W,U,88204,85.7,55.2,15353,55.9%,2
Morgul-Knife Wound,B,C,88787,36.3,55.1,14870,53.9%,1
Samwise the Stouthearted,W,U,100398,86.5,55.1,17803,56.2%,2
Orcish Medicine,B,C,106975,39.7,55.1,17307,53.2%,1
Delighted Halfling,G,R,25694,78.3,55.1,4660,64.6%,2
Uglúk of the White Hand,BR,U,50123,60.2,55.1,8142,53.5%,1
Shire Shirriff,W,U,84763,81.2,55.1,14669,54.3%,2
"The Balrog, Durin's Bane",BR,R,32132,81.3,55.0,4886,55.5%,2
Hithlain Knots,U,C,212318,62.3,55.0,36656,52.9%,2
Mount Doom,,M,6628,47.0,55.0,1215,53.1%,1
Old Man Willow,BG,U,81724,69.3,55.0,13616,56.6%,2
"Shagrat, Loot Bearer",BR,R,8708,29.4,55.0,1454,54.3%,1
Frodo Baggins,WG,U,72861,69.2,55.0,12764,63.1%,2
Mines of Moria,,R,19922,56.9,54.9,3597,56.5%,1
Bill the Pony,W,U,89911,77.3,54.9,14972,55.8%,2
Westfold Rider,W,C,189361,67.9,54.9,33706,55.0%,2
Escape from Orthanc,W,C,57479,20.0,54.8,8635,53.6%,1
Gimli's Fury,R,C,46877,16.1,54.8,6989,53.2%,1
Olog-hai Crusher,R,C,68645,24.1,54.8,10840,53.4%,1
East-Mark Cavalier,W,C,155986,57.7,54.7,27789,55.2%,1
"Éowyn, Lady of Rohan",W,U,78216,85.3,54.7,13701,55.7%,2
"Gandalf, Friend of the Shire",U,U,110556,87.3,54.7,18529,54.8%,2
Eastfarthing Farmer,W,C,125631,49.8,54.7,21372,55.0%,1
Gríma Wormtongue,B,U,78085,78.8,54.7,13374,53.7%,2
Lost to Legend,W,U,61276,53.0,54.7,9785,52.7%,1
Eagles of the North,W,C,213732,72.4,54.6,37285,53.4%,2
The Battle of Bywater,W,R,22103,70.1,54.5,3798,54.4%,2
Hobbit's Sting,W,C,181949,69.9,54.5,28882,53.3%,2
"Grond, the Gatebreaker",B,U,52261,53.3,54.5,8288,53.4%,1
Gorbag of Minas Morgul,B,U,66349,71.9,54.5,11877,54.0%,2
Lobelia Sackville-Baggins,B,R,28656,84.3,54.4,4993,53.4%,2
"Gimli, Counter of Kills",R,U,48304,58.6,54.4,7866,53.6%,1
Stern Scolding,U,U,99249,71.1,54.4,17434,56.0%,2
Phial of Galadriel,,R,32877,89.3,54.4,6052,55.2%,2
Esquire of the King,W,C,102685,38.8,54.3,17736,54.5%,1
Dúnedain Blade,W,C,57325,22.7,54.3,9203,52.5%,1
Cast into the Fire,R,C,58649,19.4,54.3,9825,52.2%,1
Arwen's Gift,U,C,185951,56.8,54.2,30610,52.5%,1
Stalwarts of Osgiliath,W,C,102916,39.5,54.2,15665,52.8%,1
Minas Tirith,,R,24958,76.7,54.1,4307,54.4%,1
Enraged Huorn,G,C,145094,55.0,54.1,22863,53.4%,1
Mirkwood Bats,B,C,140182,60.8,54.0,22901,51.7%,1
Samwise Gamgee,WG,R,22410,70.1,54.0,3907,57.6%,1
Took Reaper,W,C,161482,59.6,54.0,28846,53.1%,1
Mirrormere Guardian,G,C,120216,48.0,54.0,21099,54.3%,1
"Goldberry, River-Daughter",U,R,21361,54.3,53.9,3612,56.3%,1
Generous Ent,G,C,193102,70.5,53.9,34200,53.4%,1
The One Ring,,M,14588,86.0,53.9,2520,52.7%,1
"Landroval, Horizon Witness",W,U,61603,72.6,53.9,9407,53.0%,1
King of the Oathbreakers,WB,R,30339,77.4,53.8,4952,55.0%,1
"Pippin, Guard of the Citadel",WU,R,23097,58.8,53.8,3909,60.7%,1
Wose Pathfinder,G,C,198352,77.0,53.8,36111,57.3%,1
Ent's Fury,G,C,165829,66.4,53.7,26473,52.2%,1
Rise of the Witch-king,BG,U,54822,52.3,53.7,8766,52.0%,1
Many Partings,G,C,145386,54.3,53.7,26502,55.6%,1
Lembas,,C,84826,30.3,53.6,15323,52.8%,1
Banish from Edoras,W,C,145308,61.6,53.6,22847,51.0%,1
Mordor Trebuchet,B,C,114978,50.0,53.6,19767,51.4%,1
Gimli's Axe,R,C,21026,7.8,53.6,3189,49.7%,1
Meriadoc Brandybuck,G,U,58818,68.5,53.5,10569,57.2%,1
Bag End Porter,G,C,86955,36.5,53.5,14179,53.9%,1
Rivendell,,R,25563,73.7,53.4,4572,54.3%,1
Isildur's Fateful Strike,B,R,24027,76.2,53.4,3785,50.5%,1
Dawn of a New Age,W,M,13166,79.8,53.4,2112,53.3%,1
Mirkwood Spider,G,C,104306,50.0,53.4,18569,54.7%,1
Stew the Coneys,G,U,66371,78.7,53.4,10875,51.8%,1
"Faramir, Field Commander",W,U,78402,86.7,53.3,13094,52.0%,1
Barrow-Blade,,U,14916,18.2,53.3,2503,53.3%,1
Fall of Gil-galad,G,R,22416,78.2,53.2,3878,54.4%,1
Dúnedain Rangers,G,U,51912,63.0,53.2,8543,53.1%,1
"Lotho, Corrupt Shirriff",WB,R,16189,48.6,53.2,2798,52.6%,1
"Shelob, Child of Ungoliant",BG,R,30497,80.4,53.2,4826,53.5%,1
Grey Havens Navigator,U,C,100494,37.1,53.2,17143,53.0%,1
"Quickbeam, Upstart Ent",G,U,63226,71.9,53.1,9456,51.3%,1
Great Hall of the Citadel,,C,187450,54.3,53.1,33021,54.8%,1
Rush the Room,R,C,15445,5.7,53.1,2294,52.0%,0
Ringsight,UB,U,19960,17.6,53.0,3148,49.3%,0
Saruman the White,U,U,76777,77.1,53.0,12278,53.0%,1
The Shire,,R,18716,63.9,53.0,3376,54.9%,0
Gandalf the White,W,M,12115,78.0,53.0,1961,51.8%,1
Wizard's Rockets,,C,92546,27.2,53.0,16711,53.7%,0
"Now for Wrath, Now for Ruin!",W,C,40718,17.5,53.0,5817,49.8%,0
One Ring to Rule Them All,B,R,22994,74.6,52.9,3779,50.6%,1
Mushroom Watchdogs,G,C,100352,44.2,52.9,17954,54.0%,0
Slip On the Ring,W,C,67565,27.3,52.8,10570,50.8%,0
Gandalf the Grey,UR,R,31034,77.6,52.8,5194,52.1%,1
Fall of Cair Andros,R,R,16388,53.7,52.8,2731,50.1%,0
"Sméagol, Helpful Guide",BG,R,24877,72.5,52.8,4225,53.9%,1
"Elrond, Lord of Rivendell",U,U,70983,78.4,52.7,12353,53.6%,1
Ioreth of the Healing House,U,U,50815,47.5,52.7,8698,52.7%,0
Treason of Isengard,U,C,162357,49.0,52.7,26439,49.4%,0
Fog on the Barrow-Downs,W,C,97773,50.9,52.6,15943,48.8%,0
Glamdring,,M,9343,71.2,52.6,1537,48.0%,1
Doors of Durin,RG,R,17263,53.8,52.6,2872,54.6%,0
"Meneldor, Swift Savior",U,U,67777,71.9,52.6,11299,51.6%,1
Shire Terrace,,C,147940,56.1,52.6,27044,52.3%,0
Prince Imrahil the Fair,WU,U,51371,49.8,52.6,8763,55.8%,0
Ithilien Kingfisher,U,C,167902,61.2,52.6,29075,51.7%,0
"Strider, Ranger of the North",RG,U,32925,37.2,52.4,5339,53.1%,0
Friendly Rivalry,RG,U,29997,31.7,52.3,4683,49.9%,0
Soldier of the Grey Host,W,C,34719,15.5,52.3,5472,51.2%,0
Council's Deliberation,U,U,54830,52.0,52.3,9549,52.2%,0
Nimble Hobbit,W,C,42751,17.4,52.1,7490,50.9%,0
Inherited Envelope,,C,95762,35.2,52.1,16923,52.2%,0
Galadhrim Bow,G,C,21690,9.8,52.0,3423,49.6%,0
"Aragorn, Company Leader",WG,R,23570,73.1,52.0,4006,55.0%,1
Fire of Orthanc,R,C,9332,3.5,51.9,1396,48.4%,0
Peregrin Took,G,U,49518,65.0,51.9,8725,51.9%,0
"Legolas, Master Archer",G,R,20220,75.7,51.9,3571,52.6%,1
Second Breakfast,W,C,26102,11.0,51.8,3959,49.4%,0
Shadow of the Enemy,B,M,4429,34.2,51.8,676,44.2%,0
Arwen Undómiel,UG,U,37429,48.9,51.8,6550,55.9%,0
You Cannot Pass!,W,U,20633,23.8,51.7,3186,49.6%,0
Horn of the Mark,,R,11558,53.3,51.6,1931,48.7%,0
"Bill Ferny, Bree Swindler",U,U,36973,35.8,51.6,6482,51.6%,0
Pippin's Bravery,G,C,25897,11.0,51.6,3981,50.3%,0
Willow-Wind,U,C,73176,28.2,51.6,11344,49.9%,0
Tale of Tinúviel,W,U,28558,35.8,51.5,4342,48.9%,0
Press the Enemy,U,R,13781,43.8,51.5,2205,47.6%,0
Bewitching Leechcraft,U,C,57337,23.9,51.3,9684,48.5%,0
Revive the Shire,G,C,36432,15.3,51.3,5507,48.3%,0
Elven Chorus,G,R,17206,67.4,51.2,2855,49.2%,0
"Butterbur, Bree Innkeeper",WG,U,38207,49.8,51.2,6250,49.9%,0
Gift of Strands,G,U,18199,24.2,51.1,2764,52.1%,0
Galadriel of Lothlórien,UG,R,17545,59.8,51.0,3006,53.8%,0
Lothlórien Lookout,G,C,83399,41.4,51.0,15095,52.9%,0
Bombadil's Song,G,C,62333,27.9,50.9,9688,48.0%,0
Display of Power,R,R,4311,11.9,50.6,627,43.5%,0
"Sting, the Glinting Dagger",,R,8779,47.8,50.6,1486,48.3%,0
"Aragorn, the Uniter",WURG,M,9525,58.8,50.5,1593,55.4%,0
Celeborn the Wise,G,U,30193,49.3,50.5,4937,51.9%,0
The Grey Havens,,U,13198,16.9,50.5,2347,47.3%,0
Captain of Umbar,U,C,44485,16.8,50.2,7525,48.7%,0
"Elrond, Master of Healing",UG,R,15653,55.4,50.1,2619,54.6%,0
Elven Farsight,G,C,39496,20.2,50.1,7013,48.7%,0
Nimrodel Watcher,U,C,65980,26.5,50.0,11689,49.9%,0
Galadhrim Guide,G,C,37312,19.5,49.9,6028,49.6%,0
"Gimli, Mournful Avenger",RG,R,8137,28.2,49.8,1401,49.3%,0
"Glorfindel, Dauntless Rescuer",G,U,24049,37.7,49.7,4037,48.3%,0
Chance-Met Elves,G,C,59112,33.4,49.6,10166,50.8%,0
Shire Scarecrow,,C,30690,11.5,49.6,5653,47.8%,0
Borne Upon a Wind,U,R,5299,15.1,49.5,877,45.7%,0
Gwaihir the Windlord,WU,U,23223,27.2,49.5,3541,47.2%,0
Surrounded by Orcs,U,C,75436,27.7,49.4,12217,47.1%,0
Knights of Dol Amroth,U,C,42814,17.7,49.4,6781,47.3%,0
Ent-Draught Basin,,U,3541,4.3,49.4,541,43.6%,0
Mithril Coat,,R,12220,66.4,49.3,1942,45.5%,0
"Fangorn, Tree Shepherd",G,R,6397,27.1,49.3,890,48.0%,0
Saruman of Many Colors,WUB,M,9103,59.2,49.2,1424,46.5%,0
Mirror of Galadriel,,U,11299,14.0,49.1,1859,44.3%,0
Brandywine Farmer,G,C,24290,11.6,48.9,4186,45.3%,0
Rising of the Day,R,U,3598,4.3,48.7,600,45.7%,0
Stone of Erech,,U,1042,1.1,48.6,162,,0
Entish Restoration,G,U,21083,28.3,48.5,3647,44.5%,0
Long List of the Ents,G,U,6010,7.2,48.2,955,53.8%,0
Shortcut to Mushrooms,G,U,16011,23.9,48.0,2632,42.0%,0
Shower of Arrows,G,C,8839,4.4,47.5,1327,44.5%,0
Last March of the Ents,G,M,2069,18.3,47.3,305,,0
Storm of Saruman,U,M,5491,39.0,47.1,837,44.8%,0
"Legolas, Counter of Kills",UG,U,15116,22.2,46.9,2432,44.4%,0
The Watcher in the Water,U,M,2761,22.2,43.4,449,,0
Lost Isle Calling,U,R,1930,6.1,41.6,332,,0
The Ring Goes South,G,R,1169,3.9,40.2,186,,0
Sunfall,W,R,3644,86.9,61.3,635,67.7%,4
Marshal of Zhalfir,WU,U,9979,68.5,61.3,1753,64.7%,4
"Ragavan, Nimble Pilferer",R,M,856,79.8,60.5,160,,4
Invasion of New Phyrexia,WU,M,1892,88.3,59.9,325,,4
Zephyr Singer,U,R,4504,91.7,59.7,714,65.0%,4
Chrome Host Seedshark,U,R,4298,96.4,59.7,788,65.7%,4
Invasion of Fiora,B,R,3862,92.3,59.5,656,63.0%,4
Captive Weird,U,U,19614,90.0,59.4,3521,62.5%,4
Preening Champion,U,C,30546,93.4,59.3,5563,61.8%,4
Ephara's Dispersal,U,C,29750,90.0,59.1,5039,58.0%,4
Hidetsugu and Kairi,UB,R,3971,85.7,59.0,663,62.3%,4
Invasion of Innistrad,B,M,1783,90.1,58.9,302,,4
Skyclave Aerialist,U,U,17156,91.9,58.8,3084,60.9%,3
Norn's Inquisitor,W,U,10196,83.3,58.8,1940,65.9%,3
Artistic Refusal,U,U,17188,84.7,58.6,2710,56.9%,3
"Rona, Herald of Invasion",U,R,4118,91.6,58.5,735,64.5%,3
Errant and Giada,WU,R,1915,60.5,58.4,342,,2
Halo Forager,UB,U,16474,82.6,58.4,2805,55.7%,3
Hoarding Broodlord,B,R,4184,93.0,58.4,647,55.2%,3
Archangel Elspeth,W,M,1253,82.3,58.3,204,,3
Faerie Mastermind,U,R,4287,87.9,58.3,774,63.6%,3
Temporal Cleansing,U,C,20952,73.9,58.2,3318,56.6%,3
Aerial Boost,W,C,10413,55.9,58.2,1597,57.1%,2
Assimilate Essence,U,C,16853,66.3,58.1,2912,61.1%,2
Swordsworn Cavalier,W,C,13169,70.8,58.1,2315,60.0%,3
Eyes of Gitaxias,U,C,23338,78.5,58.1,4116,57.4%,3
Vorinclex,G,M,1266,84.8,58.1,194,,3
"Etali, Primal Conqueror",R,R,3169,85.6,58.0,525,57.0%,3
Knight of the New Coalition,W,C,10188,68.1,58.0,1629,58.5%,2
Invasion of Amonkhet,UB,U,15860,85.2,58.0,2637,60.5%,3
"Elesh Norn, Grand Cenobite",W,M,1004,86.4,58.0,158,,3
Protocol Knight,U,C,9759,50.5,58.0,1526,55.8%,2
Xerex Strobe-Knight,U,U,15329,90.8,57.9,2655,60.1%,3
Zhalfirin Lancer,W,U,7478,69.4,57.8,1304,56.1%,2
Knight-Errant of Eos,W,R,2566,81.4,57.8,391,,3
"Brudiclad, Telchor Engineer",UR,R,2020,74.0,57.7,322,,3
Breach the Multiverse,B,R,4214,91.8,57.7,680,60.3%,3
Scorn-Blade Berserker,B,U,13334,83.3,57.7,2396,57.6%,3
Saiba Cryptomancer,U,C,20301,76.8,57.7,3347,58.8%,3
Guardian of Ghirapur,W,R,2806,83.5,57.7,512,56.1%,3
Polukranos Reborn,G,R,2535,83.1,57.6,412,,3
Sigiled Sentinel,W,C,12717,81.9,57.6,2271,59.0%,3
"Atris, Oracle of Half-Truths",UB,R,2933,83.9,57.6,485,,3
Zhalfirin Shapecraft,U,C,5780,28.9,57.5,924,55.8%,1
Boon-Bringer Valkyrie,W,R,2779,87.0,57.5,482,,3
"Chandra, Hope's Beacon",R,M,1333,81.3,57.4,215,,3
Meeting of Minds,U,C,20025,78.9,57.4,3313,57.0%,3
"Sheoldred, Whispering One",B,M,1228,92.9,57.3,204,,3
Elvish Vatkeeper,BG,U,9389,70.5,57.2,1558,60.7%,2
Sheoldred,B,M,1697,89.2,57.2,290,,3
Final Flourish,B,C,23867,91.6,57.2,4150,57.9%,3
Bola Slinger,W,C,9690,66.5,57.2,1533,56.2%,2
Invasion of Segovia,U,R,3758,86.7,57.1,690,58.4%,3
"Glissa, Herald of Predation",BG,R,3926,92.0,57.1,636,62.3%,3
Deadly Derision,B,C,21731,93.1,57.1,3580,56.5%,3
Blightreaper Thallid,B,U,15370,90.6,57.1,2703,60.4%,3
Tolarian Contempt,U,U,7871,63.4,57.0,1282,57.7%,2
Invasion of Xerex,WU,U,4688,49.4,57.0,744,55.4%,0
Glistening Dawn,G,R,3396,89.3,57.0,591,60.6%,3
Urborg Scavengers,B,R,3481,89.7,57.0,618,59.1%,3
Tangled Skyline,G,U,10617,75.2,57.0,1676,57.6%,3
Voldaren Thrillseeker,R,R,3005,80.4,56.9,482,,3
Doomskar Warrior,G,R,2925,88.8,56.9,449,,3
Tandem Takedown,G,U,9356,86.4,56.9,1463,56.3%,3
Ichor Drinker,B,C,17114,76.7,56.9,3035,59.3%,3
Ayara's Oathsworn,B,R,3698,90.1,56.9,696,61.8%,3
Converter Beast,G,C,13262,68.9,56.8,2174,54.8%,2
Nezumi Informant,B,C,21473,86.5,56.8,3744,56.6%,3
See Double,U,R,4194,88.6,56.7,695,55.1%,3
Kogla and Yidaro,RG,R,2359,68.9,56.6,395,,2
Unseal the Necropolis,B,C,17116,68.4,56.6,2750,55.7%,2
Volcanic Spite,R,C,16831,86.2,56.5,2997,58.5%,3
Halo-Charged Skaab,U,C,8420,36.3,56.5,1256,53.7%,1
Order of the Mirror,U,C,17703,70.0,56.5,3183,57.1%,2
Angelic Intervention,W,C,11193,72.4,56.5,1802,55.4%,2
Invasion of Kaladesh,UR,U,2256,22.1,56.5,402,,1
Vesuvan Drifter,U,R,4061,89.9,56.5,726,55.9%,3
Invasion of Eldraine,B,U,8316,75.9,56.4,1406,57.3%,3
Transcendent Message,U,R,2772,58.4,56.4,426,,1
Herbology Instructor,G,U,12284,87.8,56.4,2274,56.1%,3
Astral Wingspan,U,U,6149,46.6,56.4,930,54.3%,1
Merciless Repurposing,B,U,12304,82.3,56.4,1870,55.5%,3
Metropolis Reformer,W,R,2321,83.7,56.4,406,,3
Furnace Reins,R,U,5381,47.7,56.3,878,57.1%,1
"Jolrael, Voice of Zhalfir",UG,R,3349,79.2,56.3,551,58.8%,3
Omen Hawker,U,U,8106,46.3,56.3,1399,58.3%,1
Streetwise Negotiator,G,U,11837,86.7,56.3,2100,59.2%,3
Sandstalker Moloch,G,U,7389,68.4,56.3,1231,56.9%,2
Blot Out,B,U,9345,90.5,56.2,1571,56.5%,3
"Imoti, Celebrant of Bounty",UG,U,7687,63.4,56.2,1264,57.3%,2
Invasion of Vryn,U,U,6069,55.0,56.2,999,54.9%,1
Wary Thespian,G,C,14740,78.2,56.2,2642,57.3%,3
Zimone and Dina,UBG,M,1097,60.2,56.2,188,,1
Archpriest of Shadows,B,R,3623,92.0,56.1,596,54.9%,3
Collective Nightmare,B,U,13738,91.5,56.1,2362,56.1%,3
"Grimgrin, Corpse-Born",UB,M,1253,87.0,56.1,202,,3
Dusk Legion Duelist,W,R,1968,71.3,56.1,369,,2
Monastery Mentor,W,M,1299,85.0,56.0,215,,3
Grafted Butcher,B,R,2995,86.6,56.0,532,58.1%,3
Seal from Existence,W,U,7470,86.3,56.0,1180,53.6%,3
Marauding Dreadship,R,C,9706,49.5,56.0,1696,55.9%,1
Sword of Once and Future,,M,1724,94.0,56.0,303,,3
Wrenn and Realmbreaker,G,M,1256,82.5,56.0,214,,3
Borborygmos and Fblthp,URG,M,1369,68.1,56.0,238,,2
Overgrown Pest,G,C,16315,85.8,55.9,2844,57.1%,2
Aetherblade Agent,B,C,22497,90.3,55.9,4032,56.6%,2
Tarkir Duneshaper,W,C,6651,42.8,55.9,1194,55.6%,1
Nahiri's Warcrafting,R,R,2425,81.4,55.9,408,,2
"Tymaret, Chosen from Death",B,U,5649,66.4,55.8,986,54.5%,2
Pile On,B,R,3583,92.5,55.8,602,60.5%,2
Traumatic Revelation,B,C,11212,56.6,55.8,2034,55.3%,1
Tidal Terror,U,C,12915,59.8,55.8,2243,53.1%,1
Elesh Norn,W,M,1332,83.5,55.8,227,,2
Oracle of Tragedy,U,U,11439,75.0,55.8,2018,53.7%,2
Gold-Forged Thopteryx,WU,U,3703,44.9,55.7,623,56.2%,1
Ancient Imperiosaur,G,R,2841,87.6,55.7,449,,2
Invasion of Azgol,BR,U,5369,57.5,55.7,942,57.6%,1
Bladed Battle-Fan,B,C,3456,21.4,55.6,555,54.4%,1
Ral's Reinforcements,R,C,12437,66.2,55.6,2176,57.0%,2
Wicked Slumber,U,U,5867,47.2,55.6,878,55.1%,1
Kroxa and Kunoros,WBR,M,1052,68.5,55.6,151,,2
Invasion of Dominaria,W,U,3000,56.1,55.6,501,52.7%,1
"Yarok, the Desecrated",UBG,M,804,67.1,55.6,132,,2
Progenitor Exarch,W,R,2796,86.6,55.6,468,,2
"Ozolith, the Shattered Spire",G,R,3032,87.2,55.6,568,56.9%,2
Arachnoid Adaptation,G,C,5155,32.2,55.6,808,57.1%,1
Tranquil Frillback,G,R,2389,79.6,55.5,413,,2
Realmbreaker's Grasp,W,C,11090,85.1,55.5,1812,53.0%,2
"Ayara, Widow of the Realm",B,R,3132,88.5,55.5,535,56.6%,2
Kithkin Billyrider,W,C,5372,46.0,55.5,910,52.5%,1
Invasion of Ikoria,G,R,2232,80.4,55.5,353,,2
Coppercoat Vanguard,W,U,5515,72.1,55.4,983,57.2%,2
Bloated Processor,B,R,3468,89.1,55.4,571,58.7%,2
Invasion of Tolvada,WB,R,3010,76.9,55.4,470,,2
Render Inert,B,U,5421,44.3,55.4,882,53.3%,1
Alabaster Host Intercessor,W,C,11232,77.7,55.4,1879,53.2%,2
Corruption of Towashi,U,U,11633,73.4,55.4,1818,55.9%,2
Expedition Lookout,U,C,6800,32.9,55.4,1195,54.0%,1
Death-Rattle Oni,B,U,6661,67.3,55.3,1018,52.6%,2
Dreg Recycler,B,C,9927,50.9,55.3,1684,55.5%,1
Change the Equation,U,U,646,6.6,55.3,107,,1
Jin-Gitaxias,U,M,1579,84.6,55.2,255,,2
"Taigam, Ojutai Master",WU,R,603,38.8,55.2,116,,1
Portent Tracker,G,C,13863,82.3,55.2,2471,56.6%,2
Animist's Might,G,U,6448,81.9,55.2,1011,54.8%,2
Blighted Burgeoning,G,C,15240,79.3,55.2,2660,58.6%,2
Cosmic Hunger,G,C,14504,85.4,55.2,2328,53.8%,2
Invasion of Pyrulea,UG,U,5067,49.7,55.1,830,55.4%,1
Invasion of Ixalan,G,R,2689,82.8,55.1,485,,2
Drannith Ruins,,R,2232,76.8,55.1,358,,2
Seed of Hope,G,C,3957,24.1,55.1,706,55.9%,1
Vanquish the Weak,B,C,15268,83.4,55.1,2558,54.8%,2
Gloomfang Mauler,B,C,12430,68.0,55.1,2021,52.7%,2
"Ezuri, Claw of Progress",UG,M,556,64.7,55.0,88,,2
Fearless Skald,R,U,7618,69.3,55.0,1143,55.7%,2
Elspeth's Smite,W,U,5598,76.5,55.0,990,53.8%,2
Chomping Kavu,G,C,8196,54.1,55.0,1300,54.5%,1
Wildwood Escort,G,C,7145,45.4,55.0,1039,52.5%,1
Stoke the Flames,R,U,9760,85.9,55.0,1586,52.7%,2
Corrupted Conviction,B,C,5105,30.8,54.9,832,52.9%,1
Phyrexian Censor,W,U,4162,46.4,54.9,667,53.2%,1
"Kenrith, the Returned King",W,M,976,97.6,54.9,178,,2
"Kroxa, Titan of Death's Hunger",BR,M,703,66.0,54.9,127,,2
Kor Halberd,W,C,4515,34.5,54.9,804,56.1%,1
Halo Hopper,,C,2960,17.4,54.9,498,,1
Cut Short,W,C,8343,70.5,54.9,1281,55.9%,2
Khenra Spellspear,R,U,10412,85.3,54.9,1932,57.7%,2
Phyrexian Gargantua,B,U,8926,70.3,54.9,1373,51.9%,2
"Juri, Master of the Revue",BR,U,4022,47.4,54.8,691,50.8%,1
Phyrexian Awakening,W,U,6334,69.0,54.8,1093,54.1%,2
Consuming Aetherborn,B,C,3970,27.4,54.8,659,54.9%,1
Sunder the Gateway,W,C,5792,45.7,54.8,960,52.8%,1
Invasion of Belenon,W,U,3553,65.8,54.8,625,52.8%,2
Timberland Ancient,G,C,10280,68.8,54.8,1764,54.5%,2
Surge of Salvation,W,U,1958,26.0,54.7,296,,1
Thunderhead Squadron,U,C,5562,33.2,54.7,800,52.8%,1
Invasion of Zendikar,G,U,8284,84.2,54.7,1499,56.9%,2
Rebuild the City,BRG,R,2050,47.2,54.7,294,,1
Etched Familiar,B,C,7389,48.6,54.7,1270,53.9%,1
Alabaster Host Sanctifier,W,C,7666,61.6,54.6,1329,57.8%,2
Gift of Compleation,B,U,8943,75.9,54.6,1629,55.6%,2
